,Q7,Q8,Q9,Q10,Q11,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12F_alt,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13G_alt,Q14,Q14_alt,Q15,Q15_alt,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16G_alt,Q43,Q44A,Q44B,Q44C,Q44D,Q45A,Q45B,Q45C,Q45D,Q45E,Q45F,Q45G,Q45H,Q45I,Q45J,Q45K,Q45L,Q45M,Q45N,Q45O,Q45P,Q45Q,Q45R,Q45S,Q45T,Q45U,Q45V,Q45W,Q45X,Q45X_alt,Q46,Q46_alt,Q47,Q48,Q49,Q50,Q51,Q51_alt,Q52,Q53,Q53_alt
622, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,41,180,80,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
623, ,1-5 weken getraind,2 keer per week,6 maanden - 1 jaar,Ik zou vaker willen hardlopen,false,false,false,false,false,true,Ik wil ook nog yoga en andere sportlesjes blijven volgen,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,49,162,57,Middelbaar beroepsonderwijs (MBO), ,Nee,Nee, 
624, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,true,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,27,170,67,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
625, ,1-5 weken getraind,1 keer per week,0-1 maand,Ik zou zowel vaker als meer kilometers willen hardlopen,false,false,false,true,false,false, ,false,false,false,false,true,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,25,180,76,HAVO of VWO, ,"Ja, mijn email adres is ...",Nee, 
626, ,12 weken of meer getraind,2 keer per week,6 maanden - 1 jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,true,Vermoeidheid door pasgeboren kind.,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,35,180,97,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...","Ja, namelijk ...","Ik vond het fantastisch de Dam tot Damloop te lopen veel dank, vooral aan de vrijwilligers!!!"
627, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit of dichtbij mijn werk., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,51,185,84,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,"Ja, namelijk ...","Het lijkt over de Dam tot Dam loop te gaan, maar gaat eigenlijkover Champion."
628, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen bij mijn hardloopvereniging., ,Ik ren altijd binnen 1 km van waar ik woon, ,true,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,46,183,85,Middelbaar beroepsonderwijs (MBO), ,"Ja, mijn email adres is ...","Ja, namelijk ...",De tassen na afloop moet beter georganiseerd worden   ik heb zelf mn tas moeten zoeken in een berg tassen op het natte gras .. hier stond niemand bij dus ik had zo 5 tassen mee kunnen nemen .. in mijn tas zat mn geld smartphone etc   dus ik was blij dat ik hem vond   maar niet blij dat iedereen hem mee had kunnen nemen    dit was echt een minpunt....
629, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,42,178,77,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
630, ,6-11 weken getraind,1 keer per week,3-6 maanden,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,true,true,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,google Fit,Nike+ Run Club, ,Man,22,180,80,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
631, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 keer per week,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,true,false,false,false,false,false,false, ,"Anders, namelijk ...",Zowel vanuit huis als werk,"Niet, ik loop thuis de deur uit", ,false,false,false,false,true,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,30,176,75,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
633, ,12 weken of meer getraind,3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,true,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Man,57,185,86,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
634, ,1-5 weken getraind,1 tot 3 keer per maand,0-1 maand,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,Ik ren altijd binnen 1 km van waar ik woon, ,false,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false, ,Nike+ Run Club, ,Vrouw,44,182,64,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
635, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,false,false,false,false,true,ik doe het al,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,true,false,false,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,25,169,70,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
636, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),1 tot 3 keer per maand,Langer dan een jaar,Ik zou vaker willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,true,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,true,false,false,false,false,false,false, ,"Nee, ik weet van het bestaan van sport-apps, maar ik gebruik er geen", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Man,36,184,8,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
637, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,"Anders, namelijk ...",Zowel van uit mijn huis als in het bos,"Anders, namelijk…",Zowel van uit mijn huis als ca 10 km van mijn huis weg,false,false,false,false,false,false,true,Zowel alleen als met vrienden,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Man,70,182,74,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
638, ,6-11 weken getraind,3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false, ,TomTom Sports, ,Vrouw,32,174,61,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
639, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false, ,TomTom Sports, ,Man,51,178,87,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
640, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik zou zowel vaker als meer kilometers willen hardlopen,false,true,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false, ,Strava, ,Man,51,180,77,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,"Ja, mijn email adres is ...",Nee, 
641, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),3 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,false,false,false,false,false,false,true,2 x doordeweeks 1 x zondag,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,false,false, ,TomTom Sports, ,Man,61,177,68,"Lager beroepsonderwijs (LBO, MAVO, VMBO)", ,"Ja, mijn email adres is ...",Nee, 
642, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false, ,RunKeeper, ,Vrouw,53,174,63,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,"Ja, namelijk ...",Door filmpje over risico op hitteberoerte en waarschuwing over risico’s met lipen na koorts heb ik besloten niet mee te dorn aan de dam bt night. Filmpje had dus effect!
643, ,12 weken of meer getraind,2 keer per week,Langer dan een jaar,Ik wil niet vaker en/of meer kilometers hardlopen dan ik nu doe, , , , , , , ,true,false,false,false,false,false,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Looptijden.nl, ,Vrouw,54,172,61,HAVO of VWO, ,"Ja, mijn email adres is ...",Nee, 
644, ,Geen aparte trainingsperiode (ik train gedurende het hele jaar),2 keer per week,Langer dan een jaar,Ik zou meer kilometers willen hardlopen,true,false,false,false,false,false, ,false,false,false,false,false,true,false, ,Ik begin meestal met hardlopen vanuit mijn huis., ,"Niet, ik loop thuis de deur uit", ,false,false,false,false,false,true,false, ,"Ja, ik maak gebruik van een losstaande sport-app / een sport-app gekoppeld aan mijn sporthorloge, activity tracker en/of",true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false, ,Garmin Connect, ,Vrouw,38,180,68,"Hoger beroepsonderwijs (HBO), universiteit (WO)", ,Nee,Nee, 
